Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   1292, rd_minus:   1362, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4588, rd_minus:   4600, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 64 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3214, rd_minus:   3024, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 65 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5106, rd_minus:   4518, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 66 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    844, rd_minus:    860, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 67 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  14158, rd_minus:  14160, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 68 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7574, rd_minus:   7598, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 69 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2210, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 70 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    514, rd_minus:    388, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 71 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2976, rd_minus:   3236, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 72 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  13814, rd_minus:  13344, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 73 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1506, rd_minus:   1436, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 74 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1828, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 75 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1674, rd_minus:   3298, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 76 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4312, rd_minus:   3856, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 77 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9628, rd_minus:   8292, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 78 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7498, rd_minus:   6858, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 79 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  12250, rd_minus:   9318, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 80 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8952, rd_minus:   6826, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 81 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1204, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 82 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3680, rd_minus:   4000, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 83 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3132, rd_minus:   3406, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 84 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2104, rd_minus:   1918, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 85 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5456, rd_minus:   5732, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 86 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9198, rd_minus:  10904, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 87 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3400, rd_minus:   3376, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 88 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  16988, rd_minus:  18826, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 89 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    776, rd_minus:    736, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 90 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4516, rd_minus:   4552, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 91 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  16068, rd_minus:  16048, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 92 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3830, rd_minus:   3812, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 93 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3702, rd_minus:   3686, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 94 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  11146, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 95 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  20364, rd_minus:  24466, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 96 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    980, rd_minus:    916, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 97 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1834, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 98 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6986, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 99 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    710, rd_minus:    914, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 100 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3474, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 101 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5096, rd_minus:   4368, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 102 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  18678, rd_minus:  23750, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 103 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5636, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 104 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3038, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 105 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    174, rd_minus:    268, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 106 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    102, rd_minus:    100, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 107 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    792, rd_minus:    804, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 108 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    156, rd_minus:    156, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 109 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6420, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 110 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4708, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 111 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2632, rd_minus:   6688, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 112 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1678, rd_minus:   1608, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 113 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6322, rd_minus:   5124, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 114 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1198, rd_minus:   1242, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 115 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8388, rd_minus:  10498, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 116 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4454, rd_minus:   5222, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 117 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4838, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 118 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1252, rd_minus:   1294, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 119 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1354, rd_minus:   1380, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 120 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11892, rd_minus:  13472, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 121 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4052, rd_minus:   3996, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 122 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3200, rd_minus:   3192, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 123 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    464, rd_minus:    448, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 124 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     94, rd_minus:    114, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 125 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3864, rd_minus:   4048, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 126 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6996, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 127 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  18794, rd_minus:  28946, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 128 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    184, rd_minus:    204, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 129 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4124, rd_minus:   4112, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 130 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4744, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 131 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6696, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 132 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5224, rd_minus:   5976, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 133 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3162, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 134 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3114, rd_minus:   2886, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 135 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1396, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 136 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1120, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 137 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2786, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 138 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5646, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 139 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2552, rd_minus:   2224, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 140 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5952, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 141 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2418, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 142 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2524, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 143 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3090, rd_minus:   2798, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 144 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6448, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 145 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  15180, rd_minus:  14970, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 146 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3118, rd_minus:   3258, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 147 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7190, rd_minus:   7892, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 148 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  84278, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 149 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6896, rd_minus:   6274, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 150 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3220, rd_minus:   3370, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 151 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5978, rd_minus:   5688, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 152 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6170, rd_minus:   6344, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 153 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10744, rd_minus:   8350, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 154 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  19448, rd_minus:  15694, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 155 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  16484, rd_minus:  12444, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 156 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  18006, rd_minus:  17154, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 157 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  16584, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 158 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7716, rd_minus:   7796, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 159 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3134, rd_minus:   3070, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 160 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9614, rd_minus:   9764, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 161 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5044, rd_minus:   4284, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 162 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  16470, rd_minus:  16460, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 163 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8962, rd_minus:  10934, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 164 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2616, rd_minus:   2676, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 165 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3424, rd_minus:   5172, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 166 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4752, rd_minus:   5614, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 167 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1994, rd_minus:   1740, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 168 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5500, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 169 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3784, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 170 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7724, rd_minus:   7712, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 171 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  15380, rd_minus:  15846, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 172 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  15972, rd_minus:  13664, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 173 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2718, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 174 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2548, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 175 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    634, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 176 / 4120, payload_bits 4096, end_bits 24
