Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   7904, rd_minus:   7886, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    784, rd_minus:    636, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 91 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1662, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 92 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8838, rd_minus:   4296, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 93 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1380, rd_minus:   1358, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 94 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2512, rd_minus:   2656, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 95 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2796, rd_minus:   2664, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 96 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    322, rd_minus:    578, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 97 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5474, rd_minus:   5474, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 98 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5644, rd_minus:   9478, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 99 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5328, rd_minus:   5282, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 100 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1440, rd_minus:   1452, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 101 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2582, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 102 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2360, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 103 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2286, rd_minus:   2260, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 104 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1184, rd_minus:   1184, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 105 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4588, rd_minus:   4604, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 106 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    370, rd_minus:    100, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 107 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1092, rd_minus:    470, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 108 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     62, rd_minus:     62, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 109 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    230, rd_minus:    144, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 110 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    854, rd_minus:    564, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 111 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3956, rd_minus:   3164, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 112 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3364, rd_minus:   4420, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 113 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1890, rd_minus:   1850, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 114 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5756, rd_minus:   5736, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 115 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5022, rd_minus:   2286, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 116 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4048, rd_minus:   3724, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 117 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2576, rd_minus:   1608, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 118 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3174, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 119 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    512, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 120 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7180, rd_minus:  10176, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 121 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    696, rd_minus:   1244, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 122 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2612, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 123 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5338, rd_minus:   7692, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 124 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3400, rd_minus:   3226, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 125 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2200, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 126 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    190, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 127 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3464, rd_minus:   3768, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 128 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1730, rd_minus:   1842, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 129 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    170, rd_minus:    178, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 130 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3314, rd_minus:   2768, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 131 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2304, rd_minus:   2292, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 132 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    120, rd_minus:    120, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 133 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1792, rd_minus:   1802, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 134 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2092, rd_minus:   2036, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 135 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    160, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 136 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1246, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 137 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    554, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 138 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    460, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 139 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2450, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 140 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1644, rd_minus:   2196, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 141 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4932, rd_minus:   5018, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 142 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4758, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 143 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1806, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 144 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4172, rd_minus:   4284, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 145 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    126, rd_minus:    136, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 146 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5716, rd_minus:   6120, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 147 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4136, rd_minus:   4192, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 148 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    232, rd_minus:    214, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 149 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    864, rd_minus:    828, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 150 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1614, rd_minus:   1396, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 151 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3178, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 152 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3704, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 153 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1228, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 154 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7814, rd_minus:   6858, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 155 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    276, rd_minus:    266, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 156 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    228, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 157 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7780, rd_minus:   8906, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 158 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  32820, rd_minus:  34276, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 159 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14760, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 160 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    226, rd_minus:    232, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 161 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2126, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 162 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    262, rd_minus:    232, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 163 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    310, rd_minus:    254, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 164 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10776, rd_minus:  11734, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 165 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1352, rd_minus:   2136, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 166 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    230, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 167 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    218, rd_minus:    226, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 168 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3608, rd_minus:   4158, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 169 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1722, rd_minus:   1916, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 170 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2578, rd_minus:   2132, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 171 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3464, rd_minus:   3746, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 172 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8410, rd_minus:   9198, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 173 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6996, rd_minus:   6240, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 174 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1468, rd_minus:   3638, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 175 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     72, rd_minus:     72, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 176 / 2072, payload_bits 2048, end_bits 24
