Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   6920, rd_minus:   7136, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  27396, rd_minus:  28860, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 21 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2298, rd_minus:   2608, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 22 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11326, rd_minus:  11648, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 23 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8196, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 24 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9920, rd_minus:   9920, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 25 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    924, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 26 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2364, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 27 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5016, rd_minus:   4430, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 28 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5274, rd_minus:   6396, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 29 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9600, rd_minus:   9376, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 30 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  15502, rd_minus:  12868, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 31 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  14842, rd_minus:  21258, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 32 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  16848, rd_minus:  17880, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 33 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2006, rd_minus:   2026, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 34 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4232, rd_minus:   4508, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 35 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2022, rd_minus:   2156, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 36 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3934, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 37 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3078, rd_minus:   3232, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 38 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5288, rd_minus:   9182, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 39 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1120, rd_minus:   1536, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 40 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3628, rd_minus:   5518, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 41 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2682, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 42 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1364, rd_minus:   1802, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 43 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9578, rd_minus:  10048, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 44 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  10460, rd_minus:  12072, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 45 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5696, rd_minus:   5416, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 46 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5112, rd_minus:   5236, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 47 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    256, rd_minus:    326, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 48 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    682, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 49 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4220, rd_minus:   4022, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 50 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1098, rd_minus:   1072, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 51 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:     88, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 52 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2856, rd_minus:   2668, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 53 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4434, rd_minus:   4880, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 54 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8514, rd_minus:   8372, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 55 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1752, rd_minus:   1580, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 56 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2308, rd_minus:   2196, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 57 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7540, rd_minus:   7262, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 58 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4168, rd_minus:   5698, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 59 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    118, rd_minus:    116, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 60 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    162, rd_minus:    180, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 61 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2312, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 62 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2236, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 63 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2778, rd_minus:   2212, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 64 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3592, rd_minus:   3368, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 65 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1380, rd_minus:   1464, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 66 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1270, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 67 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2416, rd_minus:   2210, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 68 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  18494, rd_minus:  19274, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 69 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1420, rd_minus:   1534, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 70 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    708, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 71 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2828, rd_minus:   3084, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 72 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1814, rd_minus:   1866, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 73 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3060, rd_minus:   2116, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 74 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3976, rd_minus:   6582, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 75 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7302, rd_minus:   7370, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 76 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  12352, rd_minus:   6976, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 77 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2064, rd_minus:   1176, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 78 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4156, rd_minus:   4840, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 79 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2418, rd_minus:   4074, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 80 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3120, rd_minus:   4298, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 81 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9906, rd_minus:  14570, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 82 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4658, rd_minus:   7824, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 83 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3180, rd_minus:   3164, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 84 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7288, rd_minus:   9756, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 85 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7204, rd_minus:   6626, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 86 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3732, rd_minus:   3698, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 87 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3832, rd_minus:   3952, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 88 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    896, rd_minus:    846, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 89 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4124, rd_minus:   4770, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 90 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4292, rd_minus:   5668, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 91 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1400, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 92 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  13588, rd_minus:  11600, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 93 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1716, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 94 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    432, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 95 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4342, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 96 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   8600, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 97 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4718, rd_minus:   5168, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 98 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  21454, rd_minus:  27412, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 99 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2042, rd_minus:   1968, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 100 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6452, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 101 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2376, rd_minus:   2756, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 102 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3866, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 103 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5382, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 104 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1452, rd_minus:   1344, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 105 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2556, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 106 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2134, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 107 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    680, rd_minus:    636, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 108 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    886, rd_minus:   1110, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 109 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5000, rd_minus:   3744, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 110 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2012, rd_minus:   1424, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 111 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1672, rd_minus:   1594, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 112 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    386, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 113 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    252, rd_minus:    250, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 114 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    762, rd_minus:    784, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 115 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3158, rd_minus:   4528, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 116 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2100, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 117 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1700, rd_minus:   1768, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 118 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1360, rd_minus:   1336, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 119 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1862, rd_minus:   1872, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 120 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1640, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 121 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2636, rd_minus:   5120, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 122 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7440, rd_minus:   7440, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 123 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    278, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 124 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2516, rd_minus:   3398, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 125 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2166, rd_minus:   2060, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 126 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4168, rd_minus:   3702, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 127 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2932, rd_minus:   3136, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 128 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4604, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 129 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3680, rd_minus:   2996, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 130 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9850, rd_minus:   9318, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 131 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1694, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 132 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2544, rd_minus:   2440, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 133 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2420, rd_minus:   1982, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 134 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7918, rd_minus:   7700, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 135 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3556, rd_minus:   3234, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 136 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1610, rd_minus:   1464, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 137 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1172, rd_minus:   1248, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 138 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    592, rd_minus:    534, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 139 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3580, rd_minus:   2892, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 140 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11406, rd_minus:   3344, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 141 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1458, rd_minus:   1592, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 142 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1568, rd_minus:   1554, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 143 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1582, rd_minus:   1508, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 144 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    136, rd_minus:    114, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 145 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1238, rd_minus:   1236, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 146 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1216, rd_minus:   1196, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 147 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8156, rd_minus:   8080, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 148 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2582, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 149 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    372, rd_minus:    390, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 150 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    802, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 151 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1708, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 152 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2050, rd_minus:   1936, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 153 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2822, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 154 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1232, rd_minus:   1228, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 155 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     72, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 156 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1228, rd_minus:   1368, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 157 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1856, rd_minus:   1898, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 158 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    604, rd_minus:    800, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 159 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1634, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 160 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2148, rd_minus:   1820, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 161 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2802, rd_minus:   2964, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 162 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1322, rd_minus:   1162, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 163 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1834, rd_minus:   2238, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 164 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3034, rd_minus:   2892, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 165 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3534, rd_minus:   3250, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 166 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1690, rd_minus:   1708, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 167 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1340, rd_minus:   1220, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 168 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1168, rd_minus:   1168, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 169 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1432, rd_minus:   1408, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 170 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3144, rd_minus:   3200, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 171 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3240, rd_minus:   3196, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 172 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1502, rd_minus:   1520, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 173 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  13526, rd_minus:  13596, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 174 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1040, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 175 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1022, rd_minus:    974, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 176 / 8216, payload_bits 8192, end_bits 24
