Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   7904, rd_minus:   7886, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    336, rd_minus:    322, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 13 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3452, rd_minus:   3826, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 14 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    144, rd_minus:    142, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 15 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  24670, rd_minus:  21650, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 16 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5560, rd_minus:   5910, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 17 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1970, rd_minus:   1866, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 18 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2656, rd_minus:   2672, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 19 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5222, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 20 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3612, rd_minus:   2758, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 21 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1308, rd_minus:   1112, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 22 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2124, rd_minus:   2238, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 23 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2518, rd_minus:   1738, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 24 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    252, rd_minus:    436, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 25 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4258, rd_minus:   3876, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 26 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2314, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 27 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1564, rd_minus:   2600, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 28 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    414, rd_minus:    238, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 29 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1386, rd_minus:   1328, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 30 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    412, rd_minus:    230, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 31 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    146, rd_minus:    144, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 32 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8628, rd_minus:   8946, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 33 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  16614, rd_minus:  12442, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 34 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5816, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 35 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9264, rd_minus:   9612, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 36 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6488, rd_minus:   5768, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 37 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4308, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 38 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    338, rd_minus:    396, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 39 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    194, rd_minus:    210, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 40 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2652, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 41 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1568, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 42 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2540, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 43 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    396, rd_minus:    398, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 44 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    280, rd_minus:    282, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 45 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  60150, rd_minus:  51224, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 46 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  22596, rd_minus:  24076, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 47 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1458, rd_minus:   1436, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 48 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  12212, rd_minus:  13642, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 49 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    724, rd_minus:    598, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 50 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7402, rd_minus:   7768, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 51 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  16266, rd_minus:  17144, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 52 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3828, rd_minus:   3116, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 53 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1582, rd_minus:   1564, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 54 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9516, rd_minus:   9112, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 55 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10606, rd_minus:  11392, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 56 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4178, rd_minus:   3948, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 57 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2008, rd_minus:   2318, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 58 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4004, rd_minus:   4430, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 59 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  17592, rd_minus:  17208, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 60 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1764, rd_minus:   2212, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 61 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7810, rd_minus:   7656, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 62 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7140, rd_minus:   9194, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 63 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1916, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 64 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1272, rd_minus:    782, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 65 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1532, rd_minus:   1028, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 66 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1386, rd_minus:   1386, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 67 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3818, rd_minus:   3532, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 68 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  12160, rd_minus:  10368, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 69 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    612, rd_minus:    622, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 70 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2764, rd_minus:   2882, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 71 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5464, rd_minus:   5372, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 72 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1444, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 73 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2692, rd_minus:   2488, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 74 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    318, rd_minus:    380, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 75 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4796, rd_minus:   2980, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 76 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2472, rd_minus:   3008, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 77 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    964, rd_minus:    872, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 78 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2000, rd_minus:   2892, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 79 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    964, rd_minus:   1012, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 80 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    282, rd_minus:    152, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 81 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2996, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 82 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    102, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 83 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    620, rd_minus:    578, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 84 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3492, rd_minus:   3224, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 85 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1912, rd_minus:   1780, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 86 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    988, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 87 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1000, rd_minus:    952, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 88 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1248, rd_minus:    728, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 89 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1212, rd_minus:   1212, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 90 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    784, rd_minus:    636, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 91 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1662, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 92 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8838, rd_minus:   4296, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 93 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1380, rd_minus:   1358, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 94 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2512, rd_minus:   2656, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 95 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2796, rd_minus:   2664, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 96 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    322, rd_minus:    578, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 97 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5474, rd_minus:   5474, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 98 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5644, rd_minus:   9478, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 99 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5328, rd_minus:   5282, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 100 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1440, rd_minus:   1452, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 101 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2582, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 102 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2360, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 103 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2286, rd_minus:   2260, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 104 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1184, rd_minus:   1184, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 105 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4588, rd_minus:   4604, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 106 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    370, rd_minus:    100, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 107 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1092, rd_minus:    470, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 108 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     62, rd_minus:     62, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 109 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    230, rd_minus:    144, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 110 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    854, rd_minus:    564, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 111 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3956, rd_minus:   3164, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 112 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3364, rd_minus:   4420, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 113 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1890, rd_minus:   1850, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 114 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5756, rd_minus:   5736, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 115 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5022, rd_minus:   2286, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 116 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4048, rd_minus:   3724, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 117 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2576, rd_minus:   1608, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 118 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3174, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 119 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    512, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 120 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7180, rd_minus:  10176, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 121 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    696, rd_minus:   1244, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 122 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2612, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 123 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5338, rd_minus:   7692, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 124 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3400, rd_minus:   3226, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 125 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2200, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 126 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    190, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 127 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3464, rd_minus:   3768, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 128 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1730, rd_minus:   1842, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 129 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    170, rd_minus:    178, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 130 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3314, rd_minus:   2768, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 131 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2304, rd_minus:   2292, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 132 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    120, rd_minus:    120, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 133 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1792, rd_minus:   1802, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 134 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2092, rd_minus:   2036, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 135 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    160, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 136 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1246, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 137 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    554, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 138 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    460, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 139 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2450, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 140 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1644, rd_minus:   2196, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 141 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4932, rd_minus:   5018, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 142 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4758, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 143 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1806, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 144 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4172, rd_minus:   4284, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 145 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    126, rd_minus:    136, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 146 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5716, rd_minus:   6120, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 147 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4136, rd_minus:   4192, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 148 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    232, rd_minus:    214, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 149 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    864, rd_minus:    828, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 150 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1614, rd_minus:   1396, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 151 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3178, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 152 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3704, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 153 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1228, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 154 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7814, rd_minus:   6858, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 155 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    276, rd_minus:    266, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 156 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    228, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 157 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7780, rd_minus:   8906, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 158 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  32820, rd_minus:  34276, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 159 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  14760, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 160 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    226, rd_minus:    232, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 161 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2126, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 162 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    262, rd_minus:    232, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 163 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    310, rd_minus:    254, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 164 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10776, rd_minus:  11734, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 165 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1352, rd_minus:   2136, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 166 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    230, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 167 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    218, rd_minus:    226, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 168 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3608, rd_minus:   4158, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 169 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1722, rd_minus:   1916, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 170 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2578, rd_minus:   2132, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 171 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3464, rd_minus:   3746, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 172 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8410, rd_minus:   9198, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 173 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6996, rd_minus:   6240, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 174 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1468, rd_minus:   3638, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 175 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     72, rd_minus:     72, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 176 / 4120, payload_bits 4096, end_bits 24
