Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   1292, rd_minus:   1362, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4508, rd_minus:   4938, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 23 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  17882, rd_minus:  19830, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 24 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   9136, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 25 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    326, rd_minus:    314, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 26 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3156, rd_minus:   3324, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 27 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    196, rd_minus:    176, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 28 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    164, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 29 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1612, rd_minus:   2078, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 30 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4384, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 31 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2152, rd_minus:   2140, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 32 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1622, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 33 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9968, rd_minus:   7264, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 34 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4648, rd_minus:   4648, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 35 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  15938, rd_minus:  17468, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 36 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3540, rd_minus:   3540, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 37 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4446, rd_minus:   4548, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 38 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8630, rd_minus:   9576, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 39 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4684, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 40 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7512, rd_minus:   8100, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 41 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1360, rd_minus:   1532, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 42 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  10246, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 43 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5354, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 44 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2092, rd_minus:   2514, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 45 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    296, rd_minus:    226, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 46 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    592, rd_minus:    714, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 47 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5272, rd_minus:   4664, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 48 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4828, rd_minus:   6118, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 49 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5434, rd_minus:   6238, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 50 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5616, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 51 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11916, rd_minus:  11282, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 52 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4860, rd_minus:   5208, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 53 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7696, rd_minus:  11694, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 54 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7426, rd_minus:   9244, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 55 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    280, rd_minus:    336, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 56 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     94, rd_minus:     94, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 57 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7502, rd_minus:   9954, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 58 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4396, rd_minus:   3856, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 59 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5696, rd_minus:   3486, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 60 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3244, rd_minus:   3616, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 61 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    956, rd_minus:   1048, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 62 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1966, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 63 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4588, rd_minus:   4600, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 64 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3214, rd_minus:   3024, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 65 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5106, rd_minus:   4518, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 66 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    844, rd_minus:    860, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 67 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  14158, rd_minus:  14160, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 68 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7574, rd_minus:   7598, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 69 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2210, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 70 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    514, rd_minus:    388, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 71 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2976, rd_minus:   3236, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 72 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  13814, rd_minus:  13344, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 73 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1506, rd_minus:   1436, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 74 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1828, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 75 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1674, rd_minus:   3298, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 76 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4312, rd_minus:   3856, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 77 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9628, rd_minus:   8292, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 78 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7498, rd_minus:   6858, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 79 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  12250, rd_minus:   9318, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 80 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8952, rd_minus:   6826, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 81 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1204, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 82 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3680, rd_minus:   4000, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 83 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3132, rd_minus:   3406, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 84 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2104, rd_minus:   1918, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 85 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5456, rd_minus:   5732, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 86 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9198, rd_minus:  10904, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 87 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3400, rd_minus:   3376, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 88 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  16988, rd_minus:  18826, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 89 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    776, rd_minus:    736, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 90 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4516, rd_minus:   4552, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 91 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  16068, rd_minus:  16048, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 92 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3830, rd_minus:   3812, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 93 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3702, rd_minus:   3686, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 94 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  11146, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 95 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  20364, rd_minus:  24466, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 96 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    980, rd_minus:    916, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 97 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1834, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 98 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6986, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 99 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    710, rd_minus:    914, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 100 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3474, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 101 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5096, rd_minus:   4368, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 102 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  18678, rd_minus:  23750, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 103 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5636, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 104 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3038, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 105 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    174, rd_minus:    268, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 106 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    102, rd_minus:    100, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 107 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    792, rd_minus:    804, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 108 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    156, rd_minus:    156, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 109 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6420, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 110 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4708, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 111 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2632, rd_minus:   6688, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 112 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1678, rd_minus:   1608, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 113 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6322, rd_minus:   5124, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 114 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1198, rd_minus:   1242, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 115 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8388, rd_minus:  10498, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 116 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4454, rd_minus:   5222, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 117 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4838, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 118 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1252, rd_minus:   1294, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 119 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1354, rd_minus:   1380, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 120 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11892, rd_minus:  13472, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 121 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4052, rd_minus:   3996, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 122 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3200, rd_minus:   3192, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 123 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    464, rd_minus:    448, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 124 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     94, rd_minus:    114, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 125 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3864, rd_minus:   4048, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 126 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6996, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 127 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  18794, rd_minus:  28946, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 128 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    184, rd_minus:    204, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 129 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4124, rd_minus:   4112, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 130 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4744, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 131 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6696, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 132 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5224, rd_minus:   5976, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 133 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3162, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 134 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3114, rd_minus:   2886, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 135 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1396, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 136 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1120, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 137 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2786, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 138 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5646, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 139 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2552, rd_minus:   2224, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 140 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5952, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 141 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2418, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 142 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2524, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 143 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3090, rd_minus:   2798, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 144 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6448, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 145 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  15180, rd_minus:  14970, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 146 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3118, rd_minus:   3258, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 147 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7190, rd_minus:   7892, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 148 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  84278, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 149 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6896, rd_minus:   6274, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 150 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3220, rd_minus:   3370, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 151 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5978, rd_minus:   5688, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 152 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6170, rd_minus:   6344, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 153 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  10744, rd_minus:   8350, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 154 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  19448, rd_minus:  15694, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 155 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  16484, rd_minus:  12444, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 156 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  18006, rd_minus:  17154, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 157 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  16584, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 158 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7716, rd_minus:   7796, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 159 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3134, rd_minus:   3070, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 160 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9614, rd_minus:   9764, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 161 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5044, rd_minus:   4284, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 162 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  16470, rd_minus:  16460, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 163 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8962, rd_minus:  10934, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 164 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2616, rd_minus:   2676, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 165 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3424, rd_minus:   5172, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 166 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4752, rd_minus:   5614, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 167 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1994, rd_minus:   1740, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 168 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5500, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 169 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3784, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 170 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7724, rd_minus:   7712, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 171 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  15380, rd_minus:  15846, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 172 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  15972, rd_minus:  13664, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 173 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2718, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 174 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2548, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 175 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    634, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 176 / 8216, payload_bits 8192, end_bits 24
